389440,4,18,1971,69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82610,8,31,2001,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
724765,5,20,1989,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
996740,6,15,2002,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
604680,12,21,1983,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
518110,8,31,2006,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
467500,9,15,1997,83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
624630,7,22,2000,93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
747686,6,22,1947,84,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
727300,5,15,1976,58,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
471590,2,24,1997,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
308590,3,24,2004,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
726580,10,23,1990,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
594460,7,18,1983,84,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
172400,5,11,2003,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
506560,7,6,1988,69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
717540,2,19,2010,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234720,11,10,1991,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164700,12,11,2001,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
722594,5,5,2005,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
407030,5,15,2000,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
716290,6,23,2002,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
151820,8,30,2002,69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
747686,1,24,1980,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
612300,8,22,1985,81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
944040,5,20,2004,59,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
161080,5,30,1977,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26220,12,16,1977,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
476510,2,9,1995,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
878960,3,26,1991,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
702648,1,12,2003,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
999999,10,16,1967,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
313710,2,6,1950,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
353610,3,31,1968,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
723805,10,18,1992,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338890,3,30,1994,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372790,5,4,1987,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
747185,3,28,1977,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
478980,2,22,1999,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286420,9,28,1974,59,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
821110,5,27,1985,81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
682630,9,21,1995,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
587250,11,27,1991,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
387630,10,1,1998,79,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
919380,4,22,1986,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
987480,11,7,1981,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
569770,10,25,1997,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
443740,10,17,2001,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
474090,2,8,2001,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347080,6,21,1984,64,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
567780,6,5,2003,65,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
318320,3,17,1964,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
576820,5,17,1980,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
727676,1,30,1977,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
82310,2,3,1994,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
838990,3,14,1976,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
466990,8,15,1980,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
725715,10,14,2008,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
